Id,Violation
60265445,"Cipher.getInstance(""AES"""
59355326,"Cipher.getInstance(""AES"""
59372819,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
60577547,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
57132872,"Cipher.getInstance(""AES"""
57161198,"Cipher.getInstance(""AES"""
57261633,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
58577518,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
55338032,"Cipher.getInstance(""AES"""
56245476,"Cipher.getInstance(""AES"""
60495045,"Cipher.getInstance(""AES"""
55391052,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
58778780,"Cipher.getInstance(""AES"""
55671506,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
54604508,"Cipher.getInstance(""AES"""
54671875,"Cipher.getInstance(""AES"", new BouncyCastleProvider("
54926263,"Cipher.getInstance(""AES"""
54983797,"Cipher.getInstance(""AES"""
53739611,"Cipher.getInstance(""AES"""
55960593,"Cipher.getInstance(""AES"""
53880122,"Cipher.getInstance(""AES"""
53794871,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
53440719,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
52276921,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
52280302,"Cipher.getInstance(""AES"""
53476866,"Cipher.getInstance(""AES"""
53538300,"Cipher.getInstance(""AES"""
51763415,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
50868055,"Cipher.getInstance(""RSA"""
50903245,"Cipher.getInstance(""AES"""
50066337,"Cipher.getInstance(""AES"""
51042823,"Cipher.getInstance(""AES"""
50477431,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
49364039,"Cipher.getInstance(""AES"""
49530588,"Cipher.getInstance(""AES"""
49544982,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
49536110,"Cipher.getInstance(""AES/ECB/PKCS7Padding"""
50020861,"Cipher.getInstance(""AES"""
49499204,"Cipher.getInstance(""AES"""
49974455,"Cipher.getInstance(""AES"""
48089197,"Cipher.getInstance(""AES"""
48241685,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
47862567,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
45908118,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""SC"""
45130171,"Cipher.getInstance(""AES"""
45133268,"Cipher.getInstance(""AES"""
47300920,"Cipher.getInstance(""AES"""
45523058,"Cipher.getInstance(""AES"""
45285345,"Cipher.getInstance(""AES/ECB/"" + getPadding("
45295240,"Cipher.getInstance(""AES"""
44176595,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
44547055,"Cipher.getInstance(""AES"""
46402717,"Cipher.getInstance(""AES"""
44787048,"Cipher.getInstance(""AES"""
44854386,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
43664282,"Cipher.getInstance(""AES"""
43703523,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
44455550,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
44461090,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
42738641,"Cipher.getInstance(""AES"""
43104256,"Cipher.getInstance(""AES"""
43076644,"Cipher.getInstance(""AES"""
41099999,"Cipher.getInstance(""AES"""
42178544,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
42407671,"Cipher.getInstance(""AES"""
42501609,"Cipher.getInstance(""AES"""
41672314,"Cipher.getInstance(""AES"""
41672352,"Cipher.getInstance(""AES"""
41673845,"Cipher.getInstance(""AES"""
40820396,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
40845294,"Cipher.getInstance(""AES"""
44131719,"Cipher.getInstance(""AES"""
38335994,"Cipher.getInstance(""AES/ECB/NoPadding"", ""SunJCE"""
41807894,"Cipher.getInstance(""AES/ECB/PKCS5Padding"", ""BC"""
41811956,"Cipher.getInstance(""AES"""
39679747,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
38501320,"Cipher.getInstance(""AES"""
38578903,"Cipher.getInstance(""AES"""
37506474,"Cipher.getInstance(""AES"""
37621120,"Cipher.getInstance(""AES"""
37699169,"Cipher.getInstance(""AES"""
39871221,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
37995801,"Cipher.getInstance(""AES"""
36904204,"Cipher.getInstance(""AES"""
38135573,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
38161830,"Cipher.getInstance(""AES"""
38201687,"Cipher.getInstance(""AES/ECB/PKCS7Padding"""
37060729,"Cipher.getInstance(""AES/ECB/Iso10126Padding"""
36813098,"Cipher.getInstance(""AES"""
39972028,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
36663747,"Cipher.getInstance(""AES"""
36670498,"Cipher.getInstance(""AES"""
36671487,"Cipher.getInstance(""AES"""
36768080,"Cipher.getInstance(""AES/ECB/PKCS5Padding"", ""BC"""
35106909,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
36721800,"Cipher.getInstance(""AES"""
39093489,"Cipher.getInstance(""AES"""
35845302,"Cipher.getInstance(""AES"""
37498555,"Cipher.getInstance(""AES"""
40175319,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
34387485,"Cipher.getInstance(""RSA"""
34807380,"Cipher.getInstance(""AES"""
35820688,"Cipher.getInstance(""AES"""
34129586,"Cipher.getInstance(""AES"""
35042781,"Cipher.getInstance(""AES"""
33498037,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
32120938,Cipher.getInstance(AES
32156380,"Cipher.getInstance(""AES"""
31413244,"Cipher.getInstance(""AES/ECB/NoPadding"""
31238451,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""BC"""
30114769,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
39718278,"Cipher.getInstance(""AES"""
26732703,"Cipher.getInstance(""AES/ECB/NoPadding"""
20401655,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
30358788,"Cipher.getInstance(""AES"""
30404326,"Cipher.getInstance(""AES/ECB/PKCS5Padding"", ""BC"""
30685297,"Cipher.getInstance(""AES"""
30687666,"Cipher.getInstance(""AES"""
27129435,"Cipher.getInstance(""AES"""
30852316,"Cipher.getInstance(""AES"""
29508467,"Cipher.getInstance(""AES/ECB/NoPadding"""
27334372,"Cipher.getInstance(""AES"""
28495170,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
30254560,"Cipher.getInstance(""AES"""
30290921,"Cipher.getInstance(""AES"""
30098239,"Cipher.getInstance(""AES"""
26401076,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26581748,"Cipher.getInstance(""AES"""
26608276,"Cipher.getInstance(""AES"""
24554791,"Cipher.getInstance(""AES"""
28506782,"Cipher.getInstance(""AES"""
24968466,"Cipher.getInstance(""AES"""
22754788,"Cipher.getInstance(""AES"""
31022756,"Cipher.getInstance(""AES"""
26908591,"Cipher.getInstance(""AES"""
27385370,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
22280721,"Cipher.getInstance(""DESede/ECB/PKCS5Padding"""
20323765,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
20325132,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
20332636,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
25995052,"Cipher.getInstance(""AES"""
26016064,"Cipher.getInstance(""AES"""
26068460,"Cipher.getInstance(""RSA/ECB/OAEPWithSHA-1AndMGF1Padding"""
21124475,"Cipher.getInstance(""AES"""
21138811,"Cipher.getInstance(""AES"""
21988552,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""BC"""
22007780,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
22021006,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""BC"""
25763592,"Cipher.getInstance(""AES"""
25844026,"Cipher.getInstance(""AES"""
22549251,"Cipher.getInstance(""AES"""
30447979,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""BC"""
31850294,"Cipher.getInstance(""AES"""
31875296,"Cipher.getInstance(""AES/ECB/NOPadding"""
31930949,"Cipher.getInstance(""AES"""
29476049,"Cipher.getInstance(""AES"""
26618763,"Cipher.getInstance(""AES"""
30897347,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
34726830,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
31061831,Cipher.getInstance(&quot;AES/ECB/NoPadding&quot;
25656469,"Cipher.getInstance(""AES"""
33879182,"Cipher.getInstance(""AES/ECB/ISO10126Padding"""
29783459,Cipher.getInstance(EncAlgo
27657355,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
27659493,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
30160303,"Cipher.getInstance(""AES/ECB/PKCS5Padding"", ""SunJCE"""
34728834,"Cipher.getInstance(""AES"""
34787792,"Cipher.getInstance(""AES"""
34925407,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
33579333,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
23388773,"Cipher.getInstance(""AES"""
39750298,"Cipher.getInstance(""AES"""
37906077,"Cipher.getInstance(""RSA"""
36839254,"Cipher.getInstance(""AES"""
36984777,"Cipher.getInstance(""AES"""
26216967,Cipher.getInstance(&quot;AES&quot;
30096206,"Cipher.getInstance(""AES"""
35726198,"Cipher.getInstance(""AES"""
35080234,"Cipher.getInstance(""AES/CTR/NOPADDING"""
32385387,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
36991956,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
22130407,"Cipher.getInstance(""AES"""
23080032,"Cipher.getInstance(""AES"""
41432896,"Cipher.getInstance(""AES"""
38883454,"Cipher.getInstance(""AES"""
37274768,"Cipher.getInstance(""AES"""
33035035,"Cipher.getInstance(""AES"""
34349662,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""BC"""
34361371,"Cipher.getInstance(""AES"""
35983553,"Cipher.getInstance(""AES"""
32643338,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
36202917,"Cipher.getInstance(""AES"""
36209725,"Cipher.getInstance(""AES"""
36456581,Cipher.getInstance(&quot;AES/ECB/PKCS5Padding&quot;
37419486,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
36526626,"Cipher.getInstance(""AES"""
36679390,"Cipher.getInstance(""AES"""
36708658,"Cipher.getInstance(""AES"""
38352275,"Cipher.getInstance(""AES"""
38356450,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
33801033,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
32018672,"Cipher.getInstance(""AES"""
39733712,"Cipher.getInstance(""AES/ECB/NOPADDING"""
37955890,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
37965783,"Cipher.getInstance(""AES"""
36139259,"Cipher.getInstance(""AES"""
36198458,"Cipher.getInstance(""AES"""
31398170,"Cipher.getInstance(""AES"""
38654022,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
38725693,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""AndroidOpenSSL"""
37435895,"Cipher.getInstance(""AES"""
37614790,"Cipher.getInstance(""AES"""
39366563,"Cipher.getInstance(""AES/ECB/NoPadding"""
24021142,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
22230302,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
41974363,"Cipher.getInstance(""AES"""
38814051,"Cipher.getInstance(""AES"""
43186915,"Cipher.getInstance(""AES"""
42246129,"Cipher.getInstance(""AES"""
35120843,"Cipher.getInstance(""AES"""
34634125,"Cipher.getInstance(""AES"""
31272277,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
33818911,"Cipher.getInstance(""DES"""
41413439,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
41167894,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
33824005,"Cipher.getInstance(""AES"""
31499222,"Cipher.getInstance(""AES"""
42755334,"Cipher.getInstance(""AES"""
42547298,"Cipher.getInstance(""AES/ECB/PKCS7Padding"", ""BC"""
35563149,"Cipher.getInstance(""AES"""
35608233,"Cipher.getInstance(""AES"""
46846464,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
40799515,"Cipher.getInstance(""AES"""
41688965,"Cipher.getInstance(""AES"""
44156092,"Cipher.getInstance(""AES"""
45737528,"Cipher.getInstance(""AES/ECB/PKCS5PADDING"""
28519570,"Cipher.getInstance(""AES"""
26723118,"Cipher.getInstance(""AES"""
44239444,"Cipher.getInstance(""AES"""
40445760,"Cipher.getInstance(""AES"""
40507531,"Cipher.getInstance(""AES"""
40514327,"Cipher.getInstance(""RSA"""
44743501,"Cipher.getInstance(""AES"""
38869230,"Cipher.getInstance(""AES"""
38879383,"Cipher.getInstance(""AES"""
52037567,"Cipher.getInstance(""AES"""
43336577,"Cipher.getInstance(""AES/ECB/NoPadding"""
44347861,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
50527712,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
50612436,"Cipher.getInstance(""AES"""
40274762,"Cipher.getInstance(""AES"""
51195057,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
51260770,"Cipher.getInstance(""AES"""
49646689,"Cipher.getInstance(""AES/ECB/PKCS7Padding"""
49401879,"Cipher.getInstance(""AES"""
45276056,"Cipher.getInstance(""AES"""
43779197,Cipher.getInstance(&quot;AES&quot;
44017850,"Cipher.getInstance(""AES"""
50078476,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
50704635,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
48344661,"Cipher.getInstance(""AES"""
46449809,"Cipher.getInstance(""AES"""
33006791,"Cipher.getInstance(""AES"""
49186237,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
53048419,"Cipher.getInstance(""AES"""
42766290,"Cipher.getInstance(""AES/ECB/NoPadding"""
42767457,"Cipher.getInstance(""AES"""
52089796,"Cipher.getInstance(""AES"""
52120150,"Cipher.getInstance(""AES"""
56851220,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
48376813,"Cipher.getInstance(""AES"""
47373510,"Cipher.getInstance(""AES/ECB/NoPadding"""
47643166,"Cipher.getInstance(""AES"""
48485850,"Cipher.getInstance(""AES"""
54159083,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
39509662,"Cipher.getInstance(""AES"""
53459489,"Cipher.getInstance(""AES/ECB/NoPadding"""
51501078,"Cipher.getInstance(""AES"""
51598024,"Cipher.getInstance(""RSA"""
51670538,"Cipher.getInstance(""AES"""
58677414,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
58679834,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
45911193,"Cipher.getInstance(""AES"""
56516818,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
56523498,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
51866943,"Cipher.getInstance(""AES"""
50796912,"Cipher.getInstance(""AES"""
55419225,"Cipher.getInstance(""AES"""
56272883,"Cipher.getInstance(""AES"""
56315576,"Cipher.getInstance(""AES"""
41378967,"Cipher.getInstance(""AES"""
54535426,"Cipher.getInstance(""AES"""
54597331,"Cipher.getInstance(""AES"""
54036934,"Cipher.getInstance(""AES"""
53109004,Cipher.getInstance(&quot;AES&quot;
54145595,"Cipher.getInstance(""AES"""
59170583,"Cipher.getInstance(""AES/ECB/NoPadding"""
53234103,"Cipher.getInstance(""AES"""
60945525,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
54658964,"Cipher.getInstance(""AES/ECB/PKCS7Padding"""
59562545,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
59592205,"Cipher.getInstance(""AES"""
51030352,"Cipher.getInstance(""RSA"""
61205805,"Cipher.getInstance(""AES"""
55857845,"Cipher.getInstance(""AES"""
59272376,"Cipher.getInstance(""AES"""
47909754,"Cipher.getInstance(""RSA"""
46989194,"Cipher.getInstance(""AES"""
58560131,"Cipher.getInstance(""AES"""
58129155,"Cipher.getInstance(""AES"""
63808407,"Cipher.getInstance(&quot;AES/ECB/PKCS5Padding&quot;, &quot;SunJCE&quot;"
63936837,Cipher.getInstance(&quot;AES/ECB/NoPadding&quot;
59540084,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
53627229,"Cipher.getInstance(""AES"""
63987311,Cipher.getInstance(&quot;AES&quot;
64831943,Cipher.getInstance(&quot;AES&quot;
65850508,Cipher.getInstance(&quot;AES&quot;
58454040,"Cipher.getInstance(""AES/ECB/PKCS5Padding"""
