Id,Violation
42235976,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
42252463,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
43212485,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
41514199,"Cipher.getInstance(""AES/CBC/NoPadding"", ""SunJCE"""
41562408,"Cipher.getInstance(""AES/CBC/NOPADDING"""
42548283,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
40443876,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
39257791,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
39439142,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
39682186,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
38729220,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
37898824,"Cipher.getInstance(""AES/CBC/PKCS5Padding"", ""SunJCE"""
38104959,"Cipher.getInstance(""AES/CBC/PKCS7PADDING"""
37253622,"Cipher.getInstance(""AES/CBC/NoPadding"""
36397356,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
36403278,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
36680037,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
36768080,"Cipher.getInstance(""AES/ECB/PKCS5Padding"", ""BC"""
39099542,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
34227317,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
35661789,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
34594719,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
34643645,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
34854288,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
33851053,"Cipher.getInstance(""AES/CBC/NoPadding"", ""SunJCE"""
34056520,"Cipher.getInstance(""AES/CBC/NoPadding """
35689983,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
34303398,"Cipher.getInstance(""AES/CBC/ISO10126Padding"""
35769916,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
13263841,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
32508961,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
5571585,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
13420533,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
28799064,"Cipher.getInstance(""AES/CBC/NoPadding"""
6842078,"Cipher.getInstance(""AES/CBC/PKCS5PAdding"""
6927497,"Cipher.getInstance(""AES/CBC/NoPadding"""
10843168,"Cipher.getInstance(""AES/CBC/NOPADDING"""
11065183,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
31238352,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
31397973,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
31474283,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
32975822,Cipher.getInstance(&quot;AES/CBC/PKCS7Padding&quot;
31738888,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
30383736,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
31425566,"Cipher.getInstance(""AES/CBC/PKCS5Padding"", ""BC"""
27137635,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
29144754,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
29522452,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
27156395,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
29623583,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
28169719,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26369350,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
24701068,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26762045,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
24971765,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
28798938,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
24497511,"Cipher.getInstance(""AES/CBC/NoPadding"""
24046085,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
22236199,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
25808003,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
20976375,"Cipher.getInstance(""AES"""
21658033,"Cipher.getInstance(""AES/CBC/PKCS5Padding"", ""SunJCE"""
16472877,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
18265503,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
18291987,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
16166391,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
20471940,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
18462243,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
20503060,"Cipher.getInstance(""AES/CBC/NoPadding"""
14695766,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
15108317,"Cipher.getInstance(""AES/ECB/PKCS7PADDING"""
13071489,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
15675416,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
11065063,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
11697947,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
9483069,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
7114616,"Cipher.getInstance(""AES/CBC/NoPadding"", ""SunJCE"""
10341150,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
4635686,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
12833826,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
5517191,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
3870784,"Cipher.getInstance(""AES/CBC/PKCS7Padding"", ""BC"""
908672,"Cipher.getInstance(""AES/CBC/NoPadding"""
6729834,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
7730741,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
15709421,"Cipher.getInstance(""AES/CBC/NoPadding"""
2556365,"Cipher.getInstance(""AES/CBC/NoPaddin"", ""BC"""
5641326,"Cipher.getInstance(""AES/CBC/PKCS5Padding"", ""BC"""
12136558,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
6830024,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
6831033,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
6841719,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
8990891,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
19698272,"Cipher.getInstance(""AES"""
9526479,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
9577141,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
10900894,"Cipher.getInstance(""AES/CBC/NoPadding"""
13044914,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
36324087,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
16179657,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
64459011,Cipher.getInstance(&quot;AES/CBC/PKCS5Padding&quot;
18326911,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
19417537,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
19705441,"Cipher.getInstance(""AES"""
22829354,"Cipher.getInstance(""AES/CBC/PKCS5Padding"", ""BC"""
23809324,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
24749074,"Cipher.getInstance(""AES/CBC/NoPadding"", ""SunJCE"""
25320705,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26074552,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26636215,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
27198370,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
29207016,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26267113,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
29575024,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26849580,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
27025610,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
23441208,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
26493202,"Cipher.getInstance(""AES/CBC/NOPADDING"""
26182593,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
26186377,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
30410575,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
27965798,"Cipher.getInstance(""AES/CBC/PKCS5Padding"" /*, here may be Provider parameter*/"
28015194,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
22694767,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
21904933,Cipher.getInstance(&quot;AES/CBC/PKCS5Padding&quot;
23346659,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
23491143,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
23539444,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
20196658,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
28235569,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
28263491,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
13493364,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
18998124,"Cipher.getInstance(""AES"""
13253783,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
15554296,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
13842231,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
13261252,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
13263210,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
17322002,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
10950937,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
11190114,Cipher.getInstance(&quot;AES/CBC/NoPadding&quot;
11503157,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
6937356,"Cipher.getInstance(""AES/CBC/NoPadding"""
5048503,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
10842509,"Cipher.getInstance(""AES/CBC/NoPadding"""
18998355,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
19956927,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
2554062,"Cipher.getInstance(""AES/CBC/NoPadding"""
74386927,Cipher.getInstance(&quot;AES/CBC/PKCS5PADDING&quot;
20212056,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
20535447,"Cipher.getInstance(""AES"""
20680129,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
37660429,"Cipher.getInstance(""DES/CBC/PKCS5Padding"""
54587846,"Cipher.getInstance(""DESede/CBC/PKCS7Padding"""
27791726,"Cipher.getInstance(""DESede/CBC/PKCS5Padding"""
30166305,"Cipher.getInstance(""DES/ECB/NoPadding"""
11385963,"Cipher.getInstance(""DES/CBC/NoPadding"""
9512480,"Cipher.getInstance(""DESede/CBC/PKCS5Padding"""
20121076,"Cipher.getInstance(""DESede/CBC/PKCS5Padding"", ""SunJCE"""
6860915,"Cipher.getInstance(""DESede/CBC/PKCS5Padding"""
19878196,"Cipher.getInstance(""Blowfish/CBC/PKCS5Padding"""
22078859,"Cipher.getInstance(""DES/CBC/PKCS5Padding"""
34286798,"Cipher.getInstance(""DESede/CBC/NoPadding"""
15147099,"Cipher.getInstance(""DESede/ECB/Nopadding"", ""BC"""
7596888,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
8357941,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
11689384,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
12101091,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
15108227,"Cipher.getInstance(""AES/CBC/"" + padding"
16558393,"Cipher.getInstance(""AES/CBC/NoPadding"""
16218026,"Cipher.getInstance(""AES/CBC/PKCS7Padding"", ""BC"""
16258520,"Cipher.getInstance(""RSA/ECB/NoPadding"""
17535918,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
18357842,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
19270991,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
20580111,"Cipher.getInstance(""AES/CBC/ISO10126PADDING"", ""SunJCE"""
20967518,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
22748230,"Cipher.getInstance(""AES/CBC/PKCS7Padding"", providerBC"
23372303,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
24536881,"Cipher.getInstance(""AES/CBC/PKCS7Padding"""
28976404,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
30112439,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
30322773,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
32827989,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
33686645,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
33970325,"Cipher.getInstance(""AES/CBC/PKCS5Padding"", ""BC"""
34024652,"Cipher.getInstance(""AES"""
36129401,"Cipher.getInstance(""AES/CBC/PKCS5Padding"""
37419365,"Cipher.getInstance(""AES/CBC/PKCS5PADDING"""
40682241,"Cipher.getInstance(""AES/CBC/NoPadding"", ""SunJCE"""
